plain_levenshtein,accuracy,precision,recall,levenshtein_mean,total_correct,missing_keys,extra_keys,total_mismatches,total_keys,total_similarity_comparisons,mismatch_details,similarity_scores,document,method
0.3750153997782432,0.10344827586206896,0.1875,0.1875,0.9659763313609467,3,13,13,1,29,4,"[{'path': 'producto.composicion', 'expected': [{'ingrediente_activo': 'BUPROFEZIN', 'concentracion': '25%', 'forma': '[SC] P/V'}], 'predicted': {'ingredienteActivo': {'nombre': 'BUPROFEZIN', 'concentracion': '25%', 'forma': 'SC'}}}]","[{'path': 'producto.composicion', 'similarity': 0.863905325443787, 'expected': ""[{'ingrediente_activo': 'BUPROFEZIN', 'concentracion': '25%', 'forma': '[SC] P/V'}]"", 'predicted': ""{'ingredienteActivo': {'nombre': 'BUPROFEZIN', 'concentracion': '25%', 'forma': 'SC'}}""}, {'path': 'producto.fechas.caducidad', 'similarity': 1.0, 'expected': '15/12/2025', 'predicted': '15/12/2025'}, {'path': 'producto.fechas.inscripcion', 'similarity': 1.0, 'expected': '09/02/2015', 'predicted': '09/02/2015'}, {'path': 'producto.estado', 'similarity': 1.0, 'expected': 'Vigente', 'predicted': 'Vigente'}]",ES-00006,gpt
0.5908166230746876,0.34210526315789475,0.5652173913043478,0.4642857142857143,0.8603402473493392,26,30,20,7,76,27,"[{'path': 'producto.composicion[0].forma', 'expected': '[SC] P/V', 'predicted': 'SC'}, {'path': 'producto.clase_usuario', 'expected': 'Agricultores y aplicadores profesionales', 'predicted': 'Uso reservado a agricultores y aplicadores profesionales.'}, {'path': 'producto.fabricante.codigo_postal', 'expected': '104-8386', 'predicted': ''}, {'path': 'producto.fabricante.direccion', 'expected': 'nº 19-8 kyobashi 1-chome', 'predicted': '104-8386 ChuoKu'}, {'path': 'producto.fabricante.localidad', 'expected': 'ChuoKu, Tokyo', 'predicted': 'Tokyo'}, {'path': 'producto.titular.direccion', 'expected': '5 Pioneer Court, Vision Park', 'predicted': '5 Pioneer Court, Vision Park nº 19-8 kyobashi 1-chome'}, {'path': 'producto.titular.localidad', 'expected': 'Histon, Cambridge', 'predicted': 'Histon'}]","[{'path': 'producto.composicion[0].ingrediente_activo', 'similarity': 1.0, 'expected': 'BUPROFEZIN', 'predicted': 'BUPROFEZIN'}, {'path': 'producto.composicion[0].concentracion', 'similarity': 1.0, 'expected': '25%', 'predicted': '25%'}, {'path': 'producto.composicion[0].forma', 'similarity': 0.4, 'expected': '[SC] P/V', 'predicted': 'SC'}, {'path': 'producto.clasificacion_etiquetado.peligro_ambiental.advertencia', 'similarity': 1.0, 'expected': 'Atención', 'predicted': 'Atención'}, {'path': 'producto.clasificacion_etiquetado.peligro_humana.advertencia', 'similarity': 1.0, 'expected': 'Atención', 'predicted': 'Atención'}, {'path': 'producto.usos_y_dosis[0].cultivo', 'similarity': 1.0, 'expected': 'Arbustos y pequeños árboles ornamentales', 'predicted': 'Arbustos y pequeños árboles ornamentales'}, {'path': 'producto.usos_y_dosis[0].condiciones', 'similarity': 1.0, 'expected': 'Aplicar al inicio de la infestación.', 'predicted': 'Aplicar al inicio de la infestación.'}, {'path': 'producto.usos_y_dosis[0].dosis', 'similarity': 1.0, 'expected': '1 l/ha', 'predicted': '1 l/ha'}, {'path': 'producto.usos_y_dosis[1].cultivo', 'similarity': 1.0, 'expected': 'Ornamentales herbáceas', 'predicted': 'Ornamentales herbáceas'}, {'path': 'producto.usos_y_dosis[1].condiciones', 'similarity': 1.0, 'expected': 'Aplicar al inicio de la infestación.', 'predicted': 'Aplicar al inicio de la infestación.'}, {'path': 'producto.usos_y_dosis[1].dosis', 'similarity': 1.0, 'expected': '1 l/ha', 'predicted': '1 l/ha'}, {'path': 'producto.clase_usuario', 'similarity': 0.8041237113402062, 'expected': 'Agricultores y aplicadores profesionales', 'predicted': 'Uso reservado a agricultores y aplicadores profesionales.'}, {'path': 'producto.fabricante.nombre', 'similarity': 1.0, 'expected': 'NIHON NOHYAKU CO. LTD.', 'predicted': 'NIHON NOHYAKU CO. LTD.'}, {'path': 'producto.fabricante.codigo_postal', 'similarity': 0.0, 'expected': '104-8386', 'predicted': ''}, {'path': 'producto.fabricante.direccion', 'similarity': 0.2564102564102564, 'expected': 'nº 19-8 kyobashi 1-chome', 'predicted': '104-8386 ChuoKu'}, {'path': 'producto.fabricante.localidad', 'similarity': 0.5555555555555556, 'expected': 'ChuoKu, Tokyo', 'predicted': 'Tokyo'}, {'path': 'producto.fabricante.pais', 'similarity': 1.0, 'expected': 'JAPÓN', 'predicted': 'JAPÓN'}, {'path': 'producto.estado', 'similarity': 1.0, 'expected': 'Vigente', 'predicted': 'Vigente'}, {'path': 'producto.numero_registro', 'similarity': 1.0, 'expected': 'ES-00006', 'predicted': 'ES-00006'}, {'path': 'producto.titular.nombre', 'similarity': 1.0, 'expected': 'NICHINO EUROPE CO., LTD', 'predicted': 'NICHINO EUROPE CO., LTD'}, {'path': 'producto.titular.codigo_postal', 'similarity': 1.0, 'expected': 'CB24 9PT', 'predicted': 'CB24 9PT'}, {'path': 'producto.titular.direccion', 'similarity': 0.691358024691358, 'expected': '5 Pioneer Court, Vision Park', 'predicted': '5 Pioneer Court, Vision Park nº 19-8 kyobashi 1-chome'}, {'path': 'producto.titular.localidad', 'similarity': 0.5217391304347826, 'expected': 'Histon, Cambridge', 'predicted': 'Histon'}, {'path': 'producto.titular.pais', 'similarity': 1.0, 'expected': 'REINO UNIDO', 'predicted': 'REINO UNIDO'}, {'path': 'producto.fechas.caducidad', 'similarity': 1.0, 'expected': '15/12/2025', 'predicted': '15/12/2025'}, {'path': 'producto.fechas.inscripcion', 'similarity': 1.0, 'expected': '09/02/2015', 'predicted': '09/02/2015'}, {'path': 'producto.nombre_comercial', 'similarity': 1.0, 'expected': 'APPLAUD 25 SC', 'predicted': 'APPLAUD 25 SC'}]",ES-00006,gpt_schema
0.35890544832641097,0.03125,0.058823529411764705,0.0625,1.0,1,15,16,0,32,1,[],"[{'path': 'producto.estado', 'similarity': 1.0, 'expected': 'Vigente', 'predicted': 'Vigente'}]",ES-00006,gemini
0.556390977443609,0.23809523809523808,0.4166666666666667,0.35714285714285715,0.8818695639403842,20,36,28,7,84,27,"[{'path': 'producto.composicion[0].forma', 'expected': '[SC] P/V', 'predicted': 'SC'}, {'path': 'producto.clase_usuario', 'expected': 'Agricultores y aplicadores profesionales', 'predicted': 'Uso reservado a agricultores y aplicadores profesionales.'}, {'path': 'producto.fabricante.nombre', 'expected': 'NIHON NOHYAKU CO. LTD.', 'predicted': 'NIHON NOHYAKU CO. LTD. (JAPON)'}, {'path': 'producto.fabricante.codigo_postal', 'expected': '104-8386', 'predicted': ''}, {'path': 'producto.fabricante.direccion', 'expected': 'nº 19-8 kyobashi 1-chome', 'predicted': 'nº 19-8 kyobashi 1-chome, 104-8386 ChuoKu'}, {'path': 'producto.fabricante.localidad', 'expected': 'ChuoKu, Tokyo', 'predicted': '(Tokyo)'}, {'path': 'producto.titular.localidad', 'expected': 'Histon, Cambridge', 'predicted': 'Histon'}]","[{'path': 'producto.composicion[0].ingrediente_activo', 'similarity': 1.0, 'expected': 'BUPROFEZIN', 'predicted': 'BUPROFEZIN'}, {'path': 'producto.composicion[0].concentracion', 'similarity': 1.0, 'expected': '25%', 'predicted': '25%'}, {'path': 'producto.composicion[0].forma', 'similarity': 0.4, 'expected': '[SC] P/V', 'predicted': 'SC'}, {'path': 'producto.clasificacion_etiquetado.peligro_ambiental.advertencia', 'similarity': 1.0, 'expected': 'Atención', 'predicted': 'Atención'}, {'path': 'producto.clasificacion_etiquetado.peligro_humana.advertencia', 'similarity': 1.0, 'expected': 'Atención', 'predicted': 'Atención'}, {'path': 'producto.usos_y_dosis[0].cultivo', 'similarity': 1.0, 'expected': 'Arbustos y pequeños árboles ornamentales', 'predicted': 'Arbustos y pequeños árboles ornamentales'}, {'path': 'producto.usos_y_dosis[0].condiciones', 'similarity': 1.0, 'expected': 'Aplicar al inicio de la infestación.', 'predicted': 'Aplicar al inicio de la infestación.'}, {'path': 'producto.usos_y_dosis[0].dosis', 'similarity': 1.0, 'expected': '1 l/ha', 'predicted': '1 l/ha'}, {'path': 'producto.usos_y_dosis[1].cultivo', 'similarity': 1.0, 'expected': 'Ornamentales herbáceas', 'predicted': 'Ornamentales herbáceas'}, {'path': 'producto.usos_y_dosis[1].condiciones', 'similarity': 1.0, 'expected': 'Aplicar al inicio de la infestación.', 'predicted': 'Aplicar al inicio de la infestación.'}, {'path': 'producto.usos_y_dosis[1].dosis', 'similarity': 1.0, 'expected': '1 l/ha', 'predicted': '1 l/ha'}, {'path': 'producto.clase_usuario', 'similarity': 0.8041237113402062, 'expected': 'Agricultores y aplicadores profesionales', 'predicted': 'Uso reservado a agricultores y aplicadores profesionales.'}, {'path': 'producto.fabricante.nombre', 'similarity': 0.8461538461538461, 'expected': 'NIHON NOHYAKU CO. LTD.', 'predicted': 'NIHON NOHYAKU CO. LTD. (JAPON)'}, {'path': 'producto.fabricante.codigo_postal', 'similarity': 0.0, 'expected': '104-8386', 'predicted': ''}, {'path': 'producto.fabricante.direccion', 'similarity': 0.7384615384615385, 'expected': 'nº 19-8 kyobashi 1-chome', 'predicted': 'nº 19-8 kyobashi 1-chome, 104-8386 ChuoKu'}, {'path': 'producto.fabricante.localidad', 'similarity': 0.5, 'expected': 'ChuoKu, Tokyo', 'predicted': '(Tokyo)'}, {'path': 'producto.fabricante.pais', 'similarity': 1.0, 'expected': 'JAPÓN', 'predicted': 'JAPÓN'}, {'path': 'producto.estado', 'similarity': 1.0, 'expected': 'Vigente', 'predicted': 'Vigente'}, {'path': 'producto.numero_registro', 'similarity': 1.0, 'expected': 'ES-00006', 'predicted': 'ES-00006'}, {'path': 'producto.titular.nombre', 'similarity': 1.0, 'expected': 'NICHINO EUROPE CO., LTD', 'predicted': 'NICHINO EUROPE CO., LTD'}, {'path': 'producto.titular.codigo_postal', 'similarity': 1.0, 'expected': 'CB24 9PT', 'predicted': 'CB24 9PT'}, {'path': 'producto.titular.direccion', 'similarity': 1.0, 'expected': '5 Pioneer Court, Vision Park', 'predicted': '5 Pioneer Court, Vision Park'}, {'path': 'producto.titular.localidad', 'similarity': 0.5217391304347826, 'expected': 'Histon, Cambridge', 'predicted': 'Histon'}, {'path': 'producto.titular.pais', 'similarity': 1.0, 'expected': 'REINO UNIDO', 'predicted': 'REINO UNIDO'}, {'path': 'producto.fechas.caducidad', 'similarity': 1.0, 'expected': '15/12/2025', 'predicted': '15/12/2025'}, {'path': 'producto.fechas.inscripcion', 'similarity': 1.0, 'expected': '09/02/2015', 'predicted': '09/02/2015'}, {'path': 'producto.nombre_comercial', 'similarity': 1.0, 'expected': 'APPLAUD 25 SC', 'predicted': 'APPLAUD 25 SC'}]",ES-00006,gemini_schema
0.3395250411474253,0.0,0.0,0.0,0.0,0,1,12,0,13,0,[],[],ES-00006,llama
0.5581279561862086,0.23809523809523808,0.4166666666666667,0.35714285714285715,0.9283262026675545,20,36,28,7,84,27,"[{'path': 'producto.composicion[0].ingrediente_activo', 'expected': 'BUPROFEZIN', 'predicted': 'BUPROFEZIN 25%'}, {'path': 'producto.composicion[0].forma', 'expected': '[SC] P/V', 'predicted': 'SC'}, {'path': 'producto.clase_usuario', 'expected': 'Agricultores y aplicadores profesionales', 'predicted': 'Uso reservado a agricultores y aplicadores profesionales.'}, {'path': 'producto.fabricante.nombre', 'expected': 'NIHON NOHYAKU CO. LTD.', 'predicted': 'NIHON NOHYAKU CO. LTD. (JAPON)'}, {'path': 'producto.fabricante.direccion', 'expected': 'nº 19-8 kyobashi 1-chome', 'predicted': '19-8 kyobashi 1-chome'}, {'path': 'producto.fabricante.localidad', 'expected': 'ChuoKu, Tokyo', 'predicted': 'Tokyo'}, {'path': 'producto.titular.localidad', 'expected': 'Histon, Cambridge', 'predicted': 'Cambridge'}]","[{'path': 'producto.composicion[0].ingrediente_activo', 'similarity': 0.8333333333333334, 'expected': 'BUPROFEZIN', 'predicted': 'BUPROFEZIN 25%'}, {'path': 'producto.composicion[0].concentracion', 'similarity': 1.0, 'expected': '25%', 'predicted': '25%'}, {'path': 'producto.composicion[0].forma', 'similarity': 0.4, 'expected': '[SC] P/V', 'predicted': 'SC'}, {'path': 'producto.clasificacion_etiquetado.peligro_ambiental.advertencia', 'similarity': 1.0, 'expected': 'Atención', 'predicted': 'Atención'}, {'path': 'producto.clasificacion_etiquetado.peligro_humana.advertencia', 'similarity': 1.0, 'expected': 'Atención', 'predicted': 'Atención'}, {'path': 'producto.usos_y_dosis[0].cultivo', 'similarity': 1.0, 'expected': 'Arbustos y pequeños árboles ornamentales', 'predicted': 'Arbustos y pequeños árboles ornamentales'}, {'path': 'producto.usos_y_dosis[0].condiciones', 'similarity': 1.0, 'expected': 'Aplicar al inicio de la infestación.', 'predicted': 'Aplicar al inicio de la infestación.'}, {'path': 'producto.usos_y_dosis[0].dosis', 'similarity': 1.0, 'expected': '1 l/ha', 'predicted': '1 l/ha'}, {'path': 'producto.usos_y_dosis[1].cultivo', 'similarity': 1.0, 'expected': 'Ornamentales herbáceas', 'predicted': 'Ornamentales herbáceas'}, {'path': 'producto.usos_y_dosis[1].condiciones', 'similarity': 1.0, 'expected': 'Aplicar al inicio de la infestación.', 'predicted': 'Aplicar al inicio de la infestación.'}, {'path': 'producto.usos_y_dosis[1].dosis', 'similarity': 1.0, 'expected': '1 l/ha', 'predicted': '1 l/ha'}, {'path': 'producto.clase_usuario', 'similarity': 0.8041237113402062, 'expected': 'Agricultores y aplicadores profesionales', 'predicted': 'Uso reservado a agricultores y aplicadores profesionales.'}, {'path': 'producto.fabricante.nombre', 'similarity': 0.8461538461538461, 'expected': 'NIHON NOHYAKU CO. LTD.', 'predicted': 'NIHON NOHYAKU CO. LTD. (JAPON)'}, {'path': 'producto.fabricante.codigo_postal', 'similarity': 1.0, 'expected': '104-8386', 'predicted': '104-8386'}, {'path': 'producto.fabricante.direccion', 'similarity': 0.9333333333333333, 'expected': 'nº 19-8 kyobashi 1-chome', 'predicted': '19-8 kyobashi 1-chome'}, {'path': 'producto.fabricante.localidad', 'similarity': 0.5555555555555556, 'expected': 'ChuoKu, Tokyo', 'predicted': 'Tokyo'}, {'path': 'producto.fabricante.pais', 'similarity': 1.0, 'expected': 'JAPÓN', 'predicted': 'JAPÓN'}, {'path': 'producto.estado', 'similarity': 1.0, 'expected': 'Vigente', 'predicted': 'Vigente'}, {'path': 'producto.numero_registro', 'similarity': 1.0, 'expected': 'ES-00006', 'predicted': 'ES-00006'}, {'path': 'producto.titular.nombre', 'similarity': 1.0, 'expected': 'NICHINO EUROPE CO., LTD', 'predicted': 'NICHINO EUROPE CO., LTD'}, {'path': 'producto.titular.codigo_postal', 'similarity': 1.0, 'expected': 'CB24 9PT', 'predicted': 'CB24 9PT'}, {'path': 'producto.titular.direccion', 'similarity': 1.0, 'expected': '5 Pioneer Court, Vision Park', 'predicted': '5 Pioneer Court, Vision Park'}, {'path': 'producto.titular.localidad', 'similarity': 0.6923076923076923, 'expected': 'Histon, Cambridge', 'predicted': 'Cambridge'}, {'path': 'producto.titular.pais', 'similarity': 1.0, 'expected': 'REINO UNIDO', 'predicted': 'REINO UNIDO'}, {'path': 'producto.fechas.caducidad', 'similarity': 1.0, 'expected': '15/12/2025', 'predicted': '15/12/2025'}, {'path': 'producto.fechas.inscripcion', 'similarity': 1.0, 'expected': '09/02/2015', 'predicted': '09/02/2015'}, {'path': 'producto.nombre_comercial', 'similarity': 1.0, 'expected': 'APPLAUD 25 SC', 'predicted': 'APPLAUD 25 SC'}]",ES-00006,llama_schema
0.45966850828729283,0.12121212121212122,0.23529411764705882,0.2,1.0,4,16,13,0,33,4,[],"[{'path': 'producto.composicion[0].concentracion', 'similarity': 1.0, 'expected': '60%', 'predicted': '60%'}, {'path': 'producto.fechas.cancelacion', 'similarity': 1.0, 'expected': '12/08/2023', 'predicted': '12/08/2023'}, {'path': 'producto.fechas.inscripcion', 'similarity': 1.0, 'expected': '10/01/2014', 'predicted': '10/01/2014'}, {'path': 'producto.estado', 'similarity': 1.0, 'expected': 'Cancelado', 'predicted': 'Cancelado'}]",ES-00002,gpt
0.5385920271416454,0.3625,0.58,0.4915254237288136,0.8810905434434846,29,30,21,7,80,30,"[{'path': 'producto.composicion[0].forma', 'expected': '[WG] P/P', 'predicted': 'WG'}, {'path': 'producto.clase_usuario', 'expected': 'Agricultores y aplicadores profesionales', 'predicted': 'Profesional'}, {'path': 'producto.condiciones_generales_uso.metodo_aplicacion', 'expected': 'Pulverización a baja presión en presiembra', 'predicted': ['Otros (ver condic.)']}, {'path': 'producto.condiciones_generales_uso.volumen_caldo', 'expected': '200-400 l/ha', 'predicted': '200 - 400 l/ha'}, {'path': 'producto.plazos_seguridad.cultivo', 'expected': ['Algodonero', 'Girasol'], 'predicted': 'Algodonero, Girasol'}, {'path': 'producto.plazos_seguridad.dias', 'expected': 'NO PROCEDE', 'predicted': 0}, {'path': 'producto.fechas.caducidad', 'expected': '31/12/2023', 'predicted': '12/08/2023'}]","[{'path': 'producto.composicion[0].ingrediente_activo', 'similarity': 1.0, 'expected': 'BENFLURALINA', 'predicted': 'BENFLURALINA'}, {'path': 'producto.composicion[0].concentracion', 'similarity': 1.0, 'expected': '60%', 'predicted': '60%'}, {'path': 'producto.composicion[0].forma', 'similarity': 0.4, 'expected': '[WG] P/P', 'predicted': 'WG'}, {'path': 'producto.clasificacion_etiquetado.peligro_humana.advertencia', 'similarity': 1.0, 'expected': 'Atención', 'predicted': 'Atención'}, {'path': 'producto.usos_y_dosis[0].cultivo', 'similarity': 1.0, 'expected': 'Algodonero', 'predicted': 'Algodonero'}, {'path': 'producto.usos_y_dosis[0].condiciones', 'similarity': 1.0, 'expected': 'Aplicar en presiembra del cultivo.', 'predicted': 'Aplicar en presiembra del cultivo.'}, {'path': 'producto.usos_y_dosis[0].dosis', 'similarity': 1.0, 'expected': '2,5 Kg/ha', 'predicted': '2,5 Kg/ha'}, {'path': 'producto.usos_y_dosis[1].cultivo', 'similarity': 1.0, 'expected': 'Girasol', 'predicted': 'Girasol'}, {'path': 'producto.usos_y_dosis[1].condiciones', 'similarity': 1.0, 'expected': 'Aplicar en presiembra del cultivo.', 'predicted': 'Aplicar en presiembra del cultivo.'}, {'path': 'producto.usos_y_dosis[1].dosis', 'similarity': 1.0, 'expected': '2,5 Kg/ha', 'predicted': '2,5 Kg/ha'}, {'path': 'producto.clase_usuario', 'similarity': 0.39215686274509803, 'expected': 'Agricultores y aplicadores profesionales', 'predicted': 'Profesional'}, {'path': 'producto.fabricante.nombre', 'similarity': 1.0, 'expected': 'GOWAN CROP PROTECTION LTD.', 'predicted': 'GOWAN CROP PROTECTION LTD.'}, {'path': 'producto.fabricante.codigo_postal', 'similarity': 1.0, 'expected': 'AL5 2JQ', 'predicted': 'AL5 2JQ'}, {'path': 'producto.fabricante.direccion', 'similarity': 1.0, 'expected': 'Rothamsted Research, West Common, Harpenden', 'predicted': 'Rothamsted Research, West Common, Harpenden'}, {'path': 'producto.fabricante.localidad', 'similarity': 1.0, 'expected': 'Hertfordshire', 'predicted': 'Hertfordshire'}, {'path': 'producto.fabricante.pais', 'similarity': 1.0, 'expected': 'REINO UNIDO', 'predicted': 'REINO UNIDO'}, {'path': 'producto.condiciones_generales_uso.metodo_aplicacion', 'similarity': 0.15384615384615385, 'expected': 'Pulverización a baja presión en presiembra', 'predicted': ""['Otros (ver condic.)']""}, {'path': 'producto.condiciones_generales_uso.volumen_caldo', 'similarity': 0.9230769230769231, 'expected': '200-400 l/ha', 'predicted': '200 - 400 l/ha'}, {'path': 'producto.estado', 'similarity': 1.0, 'expected': 'Cancelado', 'predicted': 'Cancelado'}, {'path': 'producto.numero_registro', 'similarity': 1.0, 'expected': 'ES-00002', 'predicted': 'ES-00002'}, {'path': 'producto.titular.nombre', 'similarity': 1.0, 'expected': 'GOWAN CROP PROTECTION LTD.', 'predicted': 'GOWAN CROP PROTECTION LTD.'}, {'path': 'producto.titular.codigo_postal', 'similarity': 1.0, 'expected': 'AL5 2JQ', 'predicted': 'AL5 2JQ'}, {'path': 'producto.titular.direccion', 'similarity': 1.0, 'expected': 'Rothamsted Research, West Common, Harpenden', 'predicted': 'Rothamsted Research, West Common, Harpenden'}, {'path': 'producto.titular.localidad', 'similarity': 1.0, 'expected': 'Hertfordshire', 'predicted': 'Hertfordshire'}, {'path': 'producto.titular.pais', 'similarity': 1.0, 'expected': 'REINO UNIDO', 'predicted': 'REINO UNIDO'}, {'path': 'producto.plazos_seguridad.cultivo', 'similarity': 0.8636363636363636, 'expected': ""['Algodonero', 'Girasol']"", 'predicted': 'Algodonero, Girasol'}, {'path': 'producto.plazos_seguridad.dias', 'similarity': 0.0, 'expected': 'NO PROCEDE', 'predicted': '0'}, {'path': 'producto.fechas.caducidad', 'similarity': 0.7, 'expected': '31/12/2023', 'predicted': '12/08/2023'}, {'path': 'producto.fechas.inscripcion', 'similarity': 1.0, 'expected': '10/01/2014', 'predicted': '10/01/2014'}, {'path': 'producto.nombre_comercial', 'similarity': 1.0, 'expected': 'NEOFLAN', 'predicted': 'NEOFLAN'}]",ES-00002,gpt_schema
0.3115137346580947,0.0,0.0,0.0,0.0,0,1,11,0,12,0,[],[],ES-00002,gemini
0.5416841810284433,0.2625,0.4772727272727273,0.3684210526315789,0.855086054105662,21,36,23,9,80,30,"[{'path': 'producto.clase_usuario', 'expected': 'Agricultores y aplicadores profesionales', 'predicted': 'Profesional'}, {'path': 'producto.fabricante.direccion', 'expected': 'Rothamsted Research, West Common, Harpenden', 'predicted': 'Rothamsted Research, West Common, Harpenden AL5 2JQ Hertfordshire'}, {'path': 'producto.fabricante.localidad', 'expected': 'Hertfordshire', 'predicted': 'Harpenden'}, {'path': 'producto.condiciones_generales_uso.metodo_aplicacion', 'expected': 'Pulverización a baja presión en presiembra', 'predicted': ['Otros (ver condic.)']}, {'path': 'producto.condiciones_generales_uso.volumen_caldo', 'expected': '200-400 l/ha', 'predicted': '200 - 400 l/ha'}, {'path': 'producto.titular.direccion', 'expected': 'Rothamsted Research, West Common, Harpenden', 'predicted': 'Rothamsted Research, West Common, Harpenden AL5 2JQ Hertfordshire'}, {'path': 'producto.titular.localidad', 'expected': 'Hertfordshire', 'predicted': 'Harpenden'}, {'path': 'producto.plazos_seguridad.cultivo', 'expected': ['Algodonero', 'Girasol'], 'predicted': 'Algodonero, Girasol'}, {'path': 'producto.plazos_seguridad.dias', 'expected': 'NO PROCEDE', 'predicted': 0}]","[{'path': 'producto.composicion[0].ingrediente_activo', 'similarity': 1.0, 'expected': 'BENFLURALINA', 'predicted': 'BENFLURALINA'}, {'path': 'producto.composicion[0].concentracion', 'similarity': 1.0, 'expected': '60%', 'predicted': '60%'}, {'path': 'producto.composicion[0].forma', 'similarity': 1.0, 'expected': '[WG] P/P', 'predicted': '[WG] P/P'}, {'path': 'producto.clasificacion_etiquetado.peligro_humana.advertencia', 'similarity': 1.0, 'expected': 'Atención', 'predicted': 'Atención'}, {'path': 'producto.usos_y_dosis[0].cultivo', 'similarity': 1.0, 'expected': 'Algodonero', 'predicted': 'Algodonero'}, {'path': 'producto.usos_y_dosis[0].condiciones', 'similarity': 1.0, 'expected': 'Aplicar en presiembra del cultivo.', 'predicted': 'Aplicar en presiembra del cultivo.'}, {'path': 'producto.usos_y_dosis[0].dosis', 'similarity': 1.0, 'expected': '2,5 Kg/ha', 'predicted': '2,5 Kg/ha'}, {'path': 'producto.usos_y_dosis[1].cultivo', 'similarity': 1.0, 'expected': 'Girasol', 'predicted': 'Girasol'}, {'path': 'producto.usos_y_dosis[1].condiciones', 'similarity': 1.0, 'expected': 'Aplicar en presiembra del cultivo.', 'predicted': 'Aplicar en presiembra del cultivo.'}, {'path': 'producto.usos_y_dosis[1].dosis', 'similarity': 1.0, 'expected': '2,5 Kg/ha', 'predicted': '2,5 Kg/ha'}, {'path': 'producto.clase_usuario', 'similarity': 0.39215686274509803, 'expected': 'Agricultores y aplicadores profesionales', 'predicted': 'Profesional'}, {'path': 'producto.fabricante.nombre', 'similarity': 1.0, 'expected': 'GOWAN CROP PROTECTION LTD.', 'predicted': 'GOWAN CROP PROTECTION LTD.'}, {'path': 'producto.fabricante.codigo_postal', 'similarity': 1.0, 'expected': 'AL5 2JQ', 'predicted': 'AL5 2JQ'}, {'path': 'producto.fabricante.direccion', 'similarity': 0.7962962962962963, 'expected': 'Rothamsted Research, West Common, Harpenden', 'predicted': 'Rothamsted Research, West Common, Harpenden AL5 2JQ Hertfordshire'}, {'path': 'producto.fabricante.localidad', 'similarity': 0.36363636363636365, 'expected': 'Hertfordshire', 'predicted': 'Harpenden'}, {'path': 'producto.fabricante.pais', 'similarity': 1.0, 'expected': 'REINO UNIDO', 'predicted': 'REINO UNIDO'}, {'path': 'producto.condiciones_generales_uso.metodo_aplicacion', 'similarity': 0.15384615384615385, 'expected': 'Pulverización a baja presión en presiembra', 'predicted': ""['Otros (ver condic.)']""}, {'path': 'producto.condiciones_generales_uso.volumen_caldo', 'similarity': 0.9230769230769231, 'expected': '200-400 l/ha', 'predicted': '200 - 400 l/ha'}, {'path': 'producto.estado', 'similarity': 1.0, 'expected': 'Cancelado', 'predicted': 'Cancelado'}, {'path': 'producto.numero_registro', 'similarity': 1.0, 'expected': 'ES-00002', 'predicted': 'ES-00002'}, {'path': 'producto.titular.nombre', 'similarity': 1.0, 'expected': 'GOWAN CROP PROTECTION LTD.', 'predicted': 'GOWAN CROP PROTECTION LTD.'}, {'path': 'producto.titular.codigo_postal', 'similarity': 1.0, 'expected': 'AL5 2JQ', 'predicted': 'AL5 2JQ'}, {'path': 'producto.titular.direccion', 'similarity': 0.7962962962962963, 'expected': 'Rothamsted Research, West Common, Harpenden', 'predicted': 'Rothamsted Research, West Common, Harpenden AL5 2JQ Hertfordshire'}, {'path': 'producto.titular.localidad', 'similarity': 0.36363636363636365, 'expected': 'Hertfordshire', 'predicted': 'Harpenden'}, {'path': 'producto.titular.pais', 'similarity': 1.0, 'expected': 'REINO UNIDO', 'predicted': 'REINO UNIDO'}, {'path': 'producto.plazos_seguridad.cultivo', 'similarity': 0.8636363636363636, 'expected': ""['Algodonero', 'Girasol']"", 'predicted': 'Algodonero, Girasol'}, {'path': 'producto.plazos_seguridad.dias', 'similarity': 0.0, 'expected': 'NO PROCEDE', 'predicted': '0'}, {'path': 'producto.fechas.caducidad', 'similarity': 1.0, 'expected': '31/12/2023', 'predicted': '31/12/2023'}, {'path': 'producto.fechas.inscripcion', 'similarity': 1.0, 'expected': '10/01/2014', 'predicted': '10/01/2014'}, {'path': 'producto.nombre_comercial', 'similarity': 1.0, 'expected': 'NEOFLAN', 'predicted': 'NEOFLAN'}]",ES-00002,gemini_schema
